INIT 50 0 0 X
WRITE 0 30 0 gMkdQVbA9DYxJIa19Id29q9hbrJtgd
WRITE 1 47 0 vhkGykkHcRCQ021pqp7i8YBbNaRQz1G4Ohnme5ExeqF4Vpu
WRITE 2 41 0 DsYjRHsekn5oxSLDFCs3dnEM8grMBCu1K8Gepsxyj
WRITE 3 22 0 Gr9WWoOyfCoSpMLYHZweXd
WRITE 4 12 0 GUAV9JQJ0Rw9
WRITE 5 18 0 98PcuEg7Pz9S6XIhaz
WRITE 6 20 0 WbOd49TVsnktVajK5aNY
WRITE 7 17 0 sBNS6sZQWaEroaEJv
WRITE 8 3 0 TOV
WRITE 9 10 0 B0G1luYxLt
WRITE 10 2 0 iO
WRITE 11 19 0 dqZx6N2pCQWNonCm6xk
WRITE 12 26 0 GqKL9YrgbzHxJBNh1kY3BJJSDG
WRITE 13 40 0 hUm97R3h9U2BMhd8xJOghLMmzvW9Rig8Achev93m
WRITE 14 32 0 79q3Xc3m8iakBHr4POdcLRRVWoK3DvSm
WRITE 15 43 0 f71Pq3rnJX3ieUn4KKgswodwySQnixHF9Oao5rtDdfr
WRITE 16 37 0 ildqQYtPnq5KsJUTHOr58K5VLDJkcWm5qWhYK
WRITE 17 13 0 xDEOpOq0Tonoi
WRITE 18 13 0 mdskfRZJDp9qp
WRITE 19 31 0 Tuq7KLzGSbKXwwHNPXi6P8gMbaV9YbW
WRITE 20 27 0 AK279c5iRi1gPUDCkOAJfm7kmku
WRITE 21 5 0 I2XXW
WRITE 22 42 0 em2nz93HjZStD5w6eEIT5BrGqTmarzR39nptwwCL72
WRITE 23 46 0 88vNATISlgup3bYaKLdG0uAr6gNKXstTMEaU3AnHhGmmtu
WRITE 24 39 0 mvEg0SxeNOHx9EhgljnN8Hsw4Y60EPUw2DnKzLb
WRITE 25 42 0 jAnNcKGlCP7int5E40lOPR4xBNDVjKBw6WowqAj6fc
WRITE 26 24 0 yRUPXFkoNtA8LUVpST3jM0rs
WRITE 27 15 0 g8bGWLjkqG7OA8v
WRITE 28 50 0 EarZtBLZWSL8lORjG2l95Dh0IItHwMT2kwrHdls5wIKLeAgw9F
WRITE 29 19 0 Kif2UxsQ80DxKl6NKbx
WRITE 30 36 0 yAK3inlrepbYti1yJnyBzq7gqpZZ8bSkHXWG
WRITE 31 5 0 zb0Xz
WRITE 32 17 0 zJxmpUnbr3ZZ3d9ol
WRITE 33 20 0 sQ4BNq4XCbQnrl9aACZu
WRITE 34 28 0 OCzJ950cbqGgiJjKdiuDz2MkM037
WRITE 35 4 0 KJYu
WRITE 36 27 0 iScmQGNj6SOR3eEBl8JwZjIxZHu
WRITE 37 7 0 2QVhfoE
WRITE 38 25 0 fbUwRoxBHcybzyZi0Doka9mtV
WRITE 39 18 0 CI3nkROaPIvilQCOxU
WRITE 40 47 0 dLm5BPkvLTQD32EFGPDZMxpSBCRJB6foHHH5vuOjnSnMW0i
WRITE 41 6 0 ikJ4gG
WRITE 42 8 0 YnrEigDK
WRITE 43 35 0 peK8Gl6uLo6f1lITiJPVN8Xig6JNEvvWw1I
WRITE 44 22 0 GwEQ2NUxWzfcG74KODBU0L
WRITE 45 14 0 lptwH5SqFiB5xE
WRITE 46 39 0 lE5ArxewmtoXyCpaoV2eeocGBrQNa7obWL7ri3K
WRITE 47 9 0 9PySZDf79
WRITE 48 35 0 YMb7cH8joe1hHKvL240w7EvKENOGsRWJf4H
WRITE 49 3 0 huW
READ 7 5 11 roaEJ
READ 7 5 0 sBNS6
READ 7 5 2 NS6sZ
READ 7 5 11 roaEJ
READ 7 5 0 sBNS6
READ 7 5 12 oaEJv
READ 7 3 14 EJv
READ 7 5 11 roaEJ
READ 7 5 1 BNS6s
READ 7 5 11 roaEJ
READ 7 5 3 S6sZQ
READ 7 5 7 QWaEr
READ 7 5 4 6sZQW
READ 7 2 15 Jv
READ 7 5 12 oaEJv
READ 7 3 14 EJv
READ 7 5 0 sBNS6
